loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1620,BW-1120,Charles Torres,CONVENTIONAL,2023-03-27,2053-03-27,500000,492739,7.03,360,OR,PURCHASE,A,2 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1621,BW-1121,James Jones,VA,2022-04-03,2052-04-03,332000,320076,4.95,360,NC,PURCHASE,C,11 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1622,BW-1122,Richard Wright,CONVENTIONAL,2021-08-23,2051-08-23,541000,520259,6.12,360,MI,PURCHASE,D,3 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1623,BW-1123,Joseph Sanchez,FHA,2023-07-14,2053-07-14,626000,619969,7.7,360,MN,PURCHASE,A,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1624,BW-1124,Andrew Young,JUMBO,2021-05-26,2051-05-26,475000,456442,6.51,360,MD,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1625,BW-1125,Margaret Allen,FHA,2021-08-03,2051-08-03,622000,603152,7.42,360,AL,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1626,BW-1126,Joshua Allen,CONVENTIONAL,2022-01-21,2052-01-21,327000,318283,7.22,360,UT,PURCHASE,D,10 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1627,BW-1127,Charles Harris,USDA,2022-05-17,2052-05-17,185000,180726,7.18,360,AL,PURCHASE,D,11 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1628,BW-1128,Joshua Allen,VA,2022-03-18,2052-03-18,624000,609076,7.41,360,MO,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1629,BW-1129,Michael Lewis,USDA,2022-03-26,2052-03-26,195000,188184,5.32,360,LA,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1630,BW-1130,Sandra Anderson,USDA,2023-06-17,2053-06-17,357000,351218,5.36,360,NV,PURCHASE,C,3 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1631,BW-1131,Richard Allen,FHA,2022-11-19,2052-11-19,441000,433145,7.13,360,AZ,PURCHASE,B,5 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1632,BW-1132,Paul Williams,FHA,2022-03-18,2052-03-18,525000,509618,6.31,360,OH,PURCHASE,C,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1633,BW-1133,Emily Young,CONVENTIONAL,2021-06-26,2051-06-26,425000,407589,6.08,360,PA,PURCHASE,A,4 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1634,BW-1134,Lisa Clark,USDA,2022-04-18,2052-04-18,165000,159125,5,360,OK,PURCHASE,A,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1635,BW-1135,Michelle Wright,JUMBO,2021-12-19,2051-12-19,220000,210334,4.6,360,MN,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1636,BW-1136,Patricia Lopez,USDA,2023-01-20,2053-01-20,285000,278596,5.3,360,NV,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1637,BW-1137,Daniel Moore,FHA,2021-02-26,2051-02-26,225000,216141,6.93,360,NC,PURCHASE,C,11 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1638,BW-1138,Donald King,JUMBO,2023-11-04,2053-11-04,228000,226305,7.08,360,VA,PURCHASE,A,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1639,BW-1139,Sarah Ramirez,VA,2023-05-28,2053-05-28,303000,298748,6.52,360,IL,PURCHASE,A,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1640,BW-1140,Susan White,CONVENTIONAL,2023-04-24,2053-04-24,531000,523583,6.9,360,KY,PURCHASE,C,3 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1641,BW-1141,Sarah Nguyen,VA,2023-06-10,2053-06-10,369000,362914,5.26,360,TX,PURCHASE,A,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1642,BW-1142,Donna Martinez,USDA,2022-01-25,2052-01-25,319000,310045,6.94,360,OR,PURCHASE,A,3 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1643,BW-1143,Betty Young,VA,2021-09-25,2051-09-25,620000,593942,5.42,360,OH,PURCHASE,B,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1644,BW-1144,Emily King,USDA,2022-10-09,2052-10-09,598000,586333,6.91,360,MA,PURCHASE,B,5 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1645,BW-1145,Margaret White,VA,2021-10-28,2051-10-28,623000,594243,4.69,360,NJ,PURCHASE,A,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1646,BW-1146,David Johnson,JUMBO,2023-08-02,2053-08-02,172000,170469,7.68,360,OK,PURCHASE,D,8 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1647,BW-1147,Karen Hernandez,USDA,2022-07-01,2052-07-01,536000,517663,4.54,360,CO,PURCHASE,D,7 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1648,BW-1148,Sarah Miller,USDA,2022-10-03,2052-10-03,225000,219424,5.61,360,OR,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1649,BW-1149,Thomas Harris,VA,2022-11-12,2052-11-12,375000,366950,6.13,360,NJ,PURCHASE,B,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1650,BW-1150,Michelle Williams,JUMBO,2022-06-15,2052-06-15,644000,626533,6.09,360,IN,PURCHASE,A,11 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1651,BW-1151,Joshua Martinez,VA,2021-05-23,2051-05-23,260000,246867,5.03,360,IL,PURCHASE,B,10 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1652,BW-1152,Paul Scott,VA,2021-08-16,2051-08-16,444000,429783,7.12,360,TN,PURCHASE,C,6 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1653,BW-1153,Kimberly Wright,VA,2023-11-21,2053-11-21,447000,443572,6.92,360,LA,PURCHASE,C,12 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1654,BW-1154,Jennifer Hernandez,FHA,2023-02-12,2053-02-12,517000,509700,7.49,360,IN,PURCHASE,C,4 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1655,BW-1155,Thomas Wright,JUMBO,2022-11-08,2052-11-08,523000,508596,4.74,360,WA,PURCHASE,B,4 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1656,BW-1156,Thomas Lopez,FHA,2021-01-22,2051-01-22,242000,232795,7.27,360,VA,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1657,BW-1157,Kimberly White,VA,2021-02-02,2051-02-02,423000,398573,4.71,360,CA,PURCHASE,D,10 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1658,BW-1158,Karen Rodriguez,USDA,2022-04-20,2052-04-20,495000,481827,6.63,360,CT,PURCHASE,C,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1659,BW-1159,David Robinson,CONVENTIONAL,2021-07-24,2051-07-24,480000,457329,5.09,360,MO,PURCHASE,A,11 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1660,BW-1160,Patricia Ramirez,FHA,2021-04-18,2051-04-18,321000,310830,7.82,360,OR,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1661,BW-1161,Mark Smith,JUMBO,2023-09-15,2053-09-15,567000,560104,5.57,360,FL,PURCHASE,B,10 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1662,BW-1162,Linda Smith,FHA,2021-02-20,2051-02-20,248000,238112,6.86,360,MD,PURCHASE,D,8 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1663,BW-1163,Robert Anderson,JUMBO,2023-06-27,2053-06-27,211000,208202,6.44,360,SC,PURCHASE,A,9 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1664,BW-1164,Karen Lee,USDA,2022-09-20,2052-09-20,599000,582413,5.25,360,UT,PURCHASE,C,2 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1665,BW-1165,Daniel Scott,USDA,2021-07-11,2051-07-11,304000,294624,7.49,360,UT,PURCHASE,B,12 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1666,BW-1166,Robert Martinez,FHA,2023-11-20,2053-11-20,291000,289133,7.83,360,IL,PURCHASE,B,9 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1667,BW-1167,Margaret Taylor,JUMBO,2022-06-26,2052-06-26,251000,243242,5.36,360,NJ,PURCHASE,A,3 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1668,BW-1168,Joseph Moore,FHA,2021-12-15,2051-12-15,158000,154058,7.76,360,MO,PURCHASE,B,11 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1669,BW-1169,Daniel Williams,JUMBO,2023-04-16,2053-04-16,341000,335939,6.58,360,NY,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1670,BW-1170,Barbara Jones,USDA,2023-11-02,2053-11-02,619000,614442,7.13,360,MI,PURCHASE,B,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1671,BW-1171,Sarah Lewis,CONVENTIONAL,2021-08-24,2051-08-24,632000,606900,5.92,360,OK,PURCHASE,C,12 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1672,BW-1172,Joseph King,FHA,2021-04-19,2051-04-19,232000,223179,6.82,360,UT,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1673,BW-1173,John Lewis,JUMBO,2023-01-17,2053-01-17,156000,152756,5.73,360,WI,PURCHASE,C,5 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1674,BW-1174,Christopher Jones,USDA,2021-09-20,2051-09-20,511000,489560,5.43,360,CT,PURCHASE,C,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1675,BW-1175,Barbara Lewis,JUMBO,2022-12-16,2052-12-16,559000,548216,6.43,360,OK,PURCHASE,C,11 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1676,BW-1176,Kimberly Lewis,CONVENTIONAL,2021-08-01,2051-08-01,524000,506755,6.97,360,PA,PURCHASE,C,12 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1677,BW-1177,Michelle Thomas,VA,2021-08-14,2051-08-14,245000,237562,7.41,360,FL,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1678,BW-1178,Mark Jackson,JUMBO,2022-10-20,2052-10-20,242000,237631,7.32,360,FL,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1679,BW-1179,Sandra Jones,JUMBO,2023-12-09,2053-12-09,564000,559377,5.94,360,MO,PURCHASE,C,7 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1680,BW-1180,Ashley Anderson,USDA,2022-06-07,2052-06-07,303000,292162,4.52,360,KY,PURCHASE,C,6 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1681,BW-1181,Donna Anderson,VA,2022-05-17,2052-05-17,550000,538058,7.51,360,NY,PURCHASE,D,7 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1682,BW-1182,Christopher Harris,FHA,2022-12-22,2052-12-22,157000,154360,7.16,360,MO,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1683,BW-1183,Michael Martinez,JUMBO,2023-03-08,2053-03-08,235000,231858,7.46,360,CO,PURCHASE,B,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1684,BW-1184,Ashley Lewis,CONVENTIONAL,2023-08-21,2053-08-21,169000,167336,7.16,360,GA,PURCHASE,B,3 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1685,BW-1185,Thomas Anderson,VA,2021-07-19,2051-07-19,160000,154899,7.31,360,PA,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1686,BW-1186,Jessica Martinez,FHA,2021-11-05,2051-11-05,536000,516497,5.88,360,GA,PURCHASE,B,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1687,BW-1187,David Lopez,FHA,2021-09-02,2051-09-02,305000,295586,7.15,360,KY,PURCHASE,A,8 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1688,BW-1188,David Scott,FHA,2022-05-24,2052-05-24,173000,167590,5.52,360,MD,PURCHASE,A,9 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1689,BW-1189,Andrew King,VA,2022-12-07,2052-12-07,162000,159165,6.95,360,TN,PURCHASE,A,5 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1690,BW-1190,Lisa Rodriguez,USDA,2022-05-04,2052-05-04,496000,483971,6.92,360,AZ,PURCHASE,C,11 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1691,BW-1191,Elizabeth Jackson,FHA,2022-06-23,2052-06-23,635000,622137,7.66,360,TX,PURCHASE,C,10 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1692,BW-1192,James Young,CONVENTIONAL,2021-04-12,2051-04-12,412000,393698,5.94,360,OR,PURCHASE,D,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1693,BW-1193,Robert Garcia,USDA,2021-10-19,2051-10-19,353000,340126,6.05,360,UT,PURCHASE,C,6 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1694,BW-1194,Steven Harris,CONVENTIONAL,2023-10-01,2053-10-01,479000,473188,5.05,360,CA,PURCHASE,D,4 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1695,BW-1195,Donald Young,CONVENTIONAL,2023-07-18,2053-07-18,563000,557713,7.83,360,KY,PURCHASE,A,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1696,BW-1196,Steven Williams,USDA,2021-05-06,2051-05-06,416000,402612,7.58,360,PA,PURCHASE,B,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1697,BW-1197,Elizabeth Ramirez,JUMBO,2023-03-15,2053-03-15,514000,506858,7.26,360,WI,PURCHASE,A,5 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1698,BW-1198,Emily Robinson,JUMBO,2023-12-27,2053-12-27,451000,447520,6.26,360,CA,PURCHASE,C,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1699,BW-1199,Karen Harris,CONVENTIONAL,2023-10-02,2053-10-02,522000,516910,6.23,360,TN,PURCHASE,B,7 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1700,BW-1200,Mary Anderson,JUMBO,2022-05-09,2052-05-09,408000,396990,6.34,360,MA,PURCHASE,B,11 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1701,BW-1201,Elizabeth Davis,FHA,2023-01-15,2053-01-15,255000,249953,6,360,TX,PURCHASE,A,7 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1702,BW-1202,John Lopez,CONVENTIONAL,2022-04-14,2052-04-14,218000,212357,6.78,360,OH,PURCHASE,B,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1703,BW-1203,Michelle Harris,CONVENTIONAL,2021-04-02,2051-04-02,291000,280782,7.26,360,NV,PURCHASE,D,3 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1704,BW-1204,Sandra Williams,USDA,2021-10-03,2051-10-03,586000,565851,6.38,360,CT,PURCHASE,D,8 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1705,BW-1205,Thomas Allen,USDA,2022-12-24,2052-12-24,368000,360057,5.82,360,NJ,PURCHASE,D,7 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1706,BW-1206,Linda Ramirez,FHA,2021-02-25,2051-02-25,641000,617261,7.27,360,CT,PURCHASE,C,10 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1707,BW-1207,James Moore,USDA,2023-08-22,2053-08-22,221000,217838,5.17,360,NY,PURCHASE,D,3 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1708,BW-1208,Robert Clark,JUMBO,2022-12-11,2052-12-11,374000,367443,6.94,360,LA,PURCHASE,B,9 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1709,BW-1209,Michael Davis,USDA,2021-04-14,2051-04-14,292000,278663,5.78,360,PA,PURCHASE,B,9 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1710,BW-1210,Donna Walker,JUMBO,2021-08-27,2051-08-27,541000,517840,5.49,360,MI,PURCHASE,D,11 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1711,BW-1211,Patricia Flores,FHA,2023-02-22,2053-02-22,413000,404885,5.73,360,AZ,PURCHASE,C,11 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1712,BW-1212,David Smith,CONVENTIONAL,2021-01-03,2051-01-03,355000,341835,7.41,360,WA,PURCHASE,B,5 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1713,BW-1213,William Scott,JUMBO,2022-02-18,2052-02-18,294000,284348,5.88,360,OH,PURCHASE,D,10 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1714,BW-1214,Mary Scott,CONVENTIONAL,2023-01-24,2053-01-24,345000,339650,7.3,360,CA,PURCHASE,C,2 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1715,BW-1215,John Lee,FHA,2023-05-13,2053-05-13,272000,267346,5.45,360,NC,PURCHASE,A,11 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1716,BW-1216,Charles Robinson,JUMBO,2021-10-14,2051-10-14,151000,145600,6.16,360,TX,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1717,BW-1217,Sandra Wright,FHA,2023-12-02,2053-12-02,561000,557438,7.27,360,MA,PURCHASE,A,11 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1718,BW-1218,Richard Brown,VA,2021-10-21,2051-10-21,570000,553701,7.39,360,MD,PURCHASE,B,10 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1719,BW-1219,Richard Torres,VA,2021-10-26,2051-10-26,220000,210234,4.92,360,MI,PURCHASE,B,2 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1720,BW-1220,Joshua Martin,JUMBO,2022-07-05,2052-07-05,212000,205568,5.23,360,WI,PURCHASE,B,9 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1721,BW-1221,Lisa Gonzalez,VA,2023-02-18,2053-02-18,612000,601628,6.53,360,WA,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1722,BW-1222,Mary Brown,USDA,2023-02-27,2053-02-27,496000,486128,5.66,360,CT,PURCHASE,A,3 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1723,BW-1223,Charles Smith,VA,2021-11-19,2051-11-19,166000,161592,7.61,360,GA,PURCHASE,C,8 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1724,BW-1224,Emily Davis,CONVENTIONAL,2021-01-09,2051-01-09,310000,291605,4.7,360,AL,PURCHASE,A,10 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1725,BW-1225,Mary Taylor,VA,2023-12-21,2053-12-21,224000,222352,6.51,360,UT,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1726,BW-1226,Charles Walker,FHA,2021-05-15,2051-05-15,444000,422760,5.35,360,GA,PURCHASE,A,4 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1727,BW-1227,Patricia Robinson,USDA,2021-07-15,2051-07-15,227000,217092,5.55,360,AL,PURCHASE,A,8 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1728,BW-1228,Mark Hill,CONVENTIONAL,2023-09-04,2053-09-04,435000,431256,7.39,360,KY,PURCHASE,C,4 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
